date,mission,description
5-Apr-12,UNAMID,"  The Mission reports that three unidentified armed men broke into UNAMID military personnel residential premises in NYALA yesterday, but fled as soon as an alarm was raised.  Also yesterday, a UNAMID patrol was denied access to DABLA.   "
5-Apr-12,MONUSCO,"  Yesterday saw Presidential Majority-affiliated lawmakers issue a joint declaration challenging the report of the EU Electoral Observer Mission and reiterating their support to President Kabila. Separately, the Mission reported the desertion of two additional senior ex-CNDP officers in North Kivu yesterday, bringing the total number of rogue battalions to 26. The situation in GOMA is calm but tense; an aircraft with some 200 FARDC soldiers from KINDU landed yesterday to protect government facilities, and 400 troops more are expected today. Other reports indicate some defectors have established a base near KIWANJA, and another in BINUSHA. Earlier today, MONUSCO was informed that APCLS cadres have occupied NYABIONDO following the FARDC’s recent withdrawal; FDLR elements have similarly been targeting FARDC vacated sites elsewhere in the province (most recently IHULA yesterday). The situation in South Kivu is also volatile; yesterday some elements of the 105th regiment established roadblocks along the UVIRA-BARAKA axis, stopping a MONUSCO patrol outside UVIRA. An FARDC convoy arrived at the scene as peacekeepers were negotiating their passage, prompting an exchange of fire with deserters, and forcing MONUSCO to fire into the air (after which they returned safely to the BARAKA team site). Meanwhile, INGO MSF announced the suspension of some of its activities in North Kivu yesterday following the recent kidnapping of two staff members. In Orientale province, the Mission belatedly reported a fire exchange between suspected LRA elements and FARDC troops in ZATULA this past Tuesday.  "
5-Apr-12,UNOCI,"  Yesterday saw the Mission conclude a three-day weapons collection operation in the Attécoubé neighbourhood of ABIDJAN; 43 weapons, 58 grenades and 13,746 ammunitions were gathered. Meanwhile, the deputy mayor of TANDA (Zanzan region) was killed by unidentified assailants in his residence yesterday; Ivorian security personnel responded to the scene, killing two of the suspects.  "
5-Apr-12,West Africa,"  According to media reports, Mali's leading political parties rejected yesterday an offer by the junta’s leadership to participate in a national convention to discuss Mali’s future, arguing it was doubtful that the talks would lead to a return to constitutional order.   "
5-Apr-12,MINUSTAH,"  Yesterday saw Senate President Desras announce that the report of the special commission reviewing PM-designate Lamothe’s credentials will be considered by the Senate next Tuesday (10 April). Also yesterday, peacekeepers assisted Haitian authorities in their attempts to control a fire in a commercial vessel docked at the port of MIRAGOÂNE (Nippes department). There is also belated word of an accidental explosion at a MINUSTAH military camp in PORT-AU-PRINCE this past Tuesday; no injuries were reported.  "
5-Apr-12,UNMOGIP,"  The Mission reports that operational activity in the GILGIT and SKARDU field stations remains suspended as a result of unrest in the Gilgit-Baltistan region. Meanwhile, UNMOGIP received a complaint from Pakistani authorities yesterday alleging cross-LoC fire in Poonch district a day earlier. Also yesterday, Mission personnel at the KOTLI field station received a petition from the Jammu and Kashmir National Students Federation denouncing human rights violations allegedly committed by Indian security forces.   "
5-Apr-12,UNAMA,"  President Karzai reportedly intends to set up a special court to tackle the Kabul Bank corruption scandal. Mission sources separately report that a “white city” alert for MAYMANA (Faryab province) has been downgraded to “grey city” following yesterday’s suicide attack. In other news, INGO Save the Children advocates told media yesterday that 250,000 people have been forced to flee Pakistan’s Khyber tribal region due to ongoing military operations, and called for international humanitarian support to the displaced.  "
5-Apr-12,UNMIK,"  Yesterday saw a Serbian government delegation convoy (under KP escort) stone-pelted in PRISTINA; reports indicate that two members of the delegation sustained minor injuries. According to the Mission, EULEX patrols continue to be subject to restrictions of movement in northern Kosovo, most recently yesterday near ZVECAN; KFOR troops briefly closed the road to ZUBIN POTOK in response.  "
5-Apr-12,Syria,"  Reports yesterday referred to clashes between army defectors and Syrian troops in HOMS; at least 11 civilians were reportedly killed. Separately, there was unconfirmed word of Syria's Red Crescent distribution centre being set on fire in that city; yesterday reportedly also saw clashes between Syrian troops and armed rebels along the Lebanese-Syrian border, without word on casualty figures.  "
5-Apr-12,Somalia, (UNSOA)  Mission security sources reported that al-Shabaab insurgents launched an offensive against CEEL BARDE (Bakool region) yesterday; 10 people were reportedly killed in the attack.          
4-Apr-12,UNMISS,"  AU-led crisis talks (due to end today) have reportedly failed to produce a breakthrough. According to local media, South Sudan’s information minister is currently in NAIROBI to discuss possible IGAD mediation support with Kenyan authorities. Meanwhile, the situation in the disputed border areas of Unity state remains tense; Unity’s governor told the Mission on Monday that he expects an imminent SAF offensive in Pariang and Mayom counties. In Jonglei, the Mission cites the state’s governor (during an official disarmament ceremony in BOR yesterday) expressing frustration with the relatively low number of weapons collected. Isolated cases of SPLA abuse during disarmament operations continue to be reported, most recently in PIBOR. In other news, the Mission reported that one Dinka Bor was killed and another 40 injured in a clash with rival Dinka Aliap in JUBA yesterday. Also in JUBA, a UN staff member was briefly detained by SSPS personnel this past Monday. Outside the capital, two civilians and two police officers were reportedly killed during a cattle raid led by ethnic Dinka Agar that day in KENYI.   "
4-Apr-12,UNAMID,"  Sudanese intelligence (NISS) officials in KUTUM told UNAMID yesterday that it must submit all patrol plans, among other conditions, for approval and subsequent clearance; all scheduled patrols from KUTUM have been cancelled as a result.  "
4-Apr-12,UNOCI,"  The Mission continues monitoring the border with Mali to assess eventual humanitarian assistance needs. In ABIDJAN, UNOCI is supporting a two-day voluntary arms collection operation in the Attecoubé neighbourhood that began yesterday. To the north, a UN vehicle was reportedly involved in a road traffic accident in YAMOUSSOUKRO that resulted in serious injuries to a local child. Meanwhile, Mission sources report that one person was killed overnight in inter communal clashes in ARRAH (Nzi-Comoé region).  "
4-Apr-12,West Africa,"  A junta-led national convention on Mali’s future will reportedly begin tomorrow. Meanwhile, the humanitarian situation in Mali continues to deteriorate; yesterday saw WFP officials announce the suspension of some activities in the northern and central regions of Mali after armed groups looted several of its offices.     "
4-Apr-12,UNMIL,"  The Mission reports that Sinoe county by-elections (prompted by the death of an elected representative in October 2011) were held peacefully yesterday; the NEC is expected to announce final results on Friday. Separately, there is international media interest in increasingly aggressive rhetoric used by anti-LGBT rights groups in Liberia.  "
4-Apr-12,MONUSCO,"  President Kabila met with Presidential Majority-affiliated party members yesterday in KINSHASA as part of ongoing government formation efforts; the Mission is trying to ascertain more details. Mission sources separately report that, this past Monday, (former CNDP) FARDC troops looted the Congolese army’s weapons depot in BARAKA; a firefight later that day created panic among the local population. In North Kivu, meanwhile, the Mission received word of the desertion of another 23 (ex-CNDP) FARDC elements that same day in NYAMILIMA. Elsewhere in the province, MONUSCO reports that the FARDC base in SHIBU was burnt down by a coalition of Mayi-Mayi/PARECO cadres yesterday.  "
4-Apr-12,Somalia," (UNSOA)  Media reported that at least 10 people were killed and many more injured (including two senior government officials) in a suicide bomb explosion earlier today in MOGADISHU’s newly-reopened theatre. Mission security sources separately shared word that seven IDPs were killed in fighting between al-Shabaab elements and TFG-allied troops in the Dharkenley district of the Somali capital over the last two days. In Gedo region, unconfirmed media reports indicate that, following an al-Shabaab attack on a Kenyan convoy near EL ADDE, Kenyan aircraft targeted insurgent positions in the area.   "
4-Apr-12,MINUSTAH,"  Yesterday saw the senate commission reviewing PM-designate Lamothe’s credentials submit its report to Senate President Desras; the Mission anticipates that the final report will be presented to the Senate today. Separately, local media reported the recent establishment of military camps in Centre department by former FAdH elements; the same reports referred to the group criticizing the UN for failing to tackle insecurity in the country. In other news, there was media interest in OCHA’s latest cholera update released yesterday documenting a recent increase in the number of cases, particularly in the western region.   "
4-Apr-12,UNMOGIP,"  Mission sources report that an indefinite curfew has been declared in the northern cities of GILGIT and CHILAS (Gilgit-Baltistan province, PAK) following yesterday’s sectarian unrest that left at least 24 people dead and another 30 injured; Pakistani troops have been deployed to the area to quell the unrest and UNMOGIP has put in place enhanced security measures as a precaution.   "
4-Apr-12,UNAMA,"  Media sources report that, during a meeting with Qatari officials yesterday, Afghanistan’s foreign minister stressed that any reconciliation talks with the Taliban must be restricted to Afghan interlocutors. Qatari officials; however, expressed their readiness to talk to all parties, and confirmed the government’s intent to facilitate the opening of a Taliban political office in DOHA. Separately, Mission sources confirm that a suicide bomb attack targeting ISAF troops in MAYMANA in northern Faryab province today resulted in at least 12 people killed and more than 30 injured; the Mission has declared “white city” restrictions in effect.   "
4-Apr-12,UNFICYP,"  The Mission reports a major power outage early today in most of Cyprus; so far, there is no impact on UNFICYP’s operations.   "
4-Apr-12,UNMIK,"  The Mission reports that at a meeting in ZUBIN POTOK yesterday, KFOR informed K-Serb municipal representatives that NATO has ordered the closure of all unauthorized crossings linking northern Kosovo to Serbia. K-Serb representatives were thereafter cited in local media warning that KFOR’s operation reintroduces the risk of strong protests. Separately, the Mission confirmed that the head of Kosovo’s Anti-Corruption Task Force was arrested this past Monday on corruption charges. Meanwhile, EULEX patrols continue to be hampered by locals in northern Kosovo, most recently yesterday in ZUPCE where two EULEX vehicles sustained minor damage after being pelted with stones.   "
4-Apr-12,Syria,  A government spokesperson was cited by media yesterday announcing that Syrian troops were beginning to pull out from major population centres ahead of SE Annan’s six-point peace plan 10 April deadline.  
4-Apr-12,Libya," (UNSMIL)  Media reported that clashes between ethnic Berber and Arabs in ZUWARA, (120 km west of TRIPOLI) continued yesterday for the third consecutive day, with up to 14 people killed in the fighting so far.      "
3-Apr-12,UNMISS,"  AU-mediated high-level crisis talks began yesterday in ADDIS ABABA, amid continued word of fighting in disputed areas of Unity state. Local media cited GRSS officials yesterday voicing frustration with AU mediation, and suggesting that IGAD support should be sought. In a statement issued yesterday, President Obama called on president Kiir to “ensure that South Sudan’s military exercises maximum restraint and is not involved in or supporting fighting along the border”. In Jonglei state, a preparatory three-day meeting for upcoming peace and reconciliation efforts began in BOR yesterday. Meanwhile, the Mission received word of SPLA violence against civilians during recent disarmament operations in KOLNYANG (and reports of Catholic Church concern voiced this past Sunday). In related news, a senior SPLA official was recently cited in local media stating that anyone found carrying weapons after 30 April will be arrested. In Upper Nile state, large numbers of people are reportedly fleeing JIKMIR to avoid Nuer Guagang attacks.  "
3-Apr-12,Sudan,  Local media cited a SPLA (North) spokesperson yesterday indicating continued fighting around TALODI.  
3-Apr-12,UNAMID,"  Local media cited the JEM leadership yesterday calling on the SRSG to resign, following the death of several people in recent unrest involving Sudanese police personnel and peacekeepers in KABKABIYA. The Mission reports additional restrictions of movement imposed by suspected SLA-AW elements and SAF personnel this past Monday in disparate locations in Northern Darfur.  "
3-Apr-12,MINUSTAH,"  There was widespread local media interest yesterday in allegations of corruption involving President Martelly and a lawmaker/construction tycoon in the Dominican Republic; it is alleged that the president received USD 2.5 million in bribes. Gatherings of individuals in military fatigues calling for the restoration of the army continue to be reported; most recently yesterday in MIREBALAIS and this past Sunday in SAINT MARC (Artibonite department). Meanwhile, yesterday saw some 30 people gather outside MINUSTAH premises in MIREBALAIS and HINCHE (both in Centre department) to protest national staff recruitment procedures.   "
3-Apr-12,UNOCI,  Mission sources report that President Ouattara met is due to meet with ICC Prosecutor Fatou Bensouda in ABIDJAN today; former First Lady Simone Gbagbo’s arrest will reportedly be discussed.   
3-Apr-12,West Africa,"  Yesterday saw ECOWAS leaders decide to impose diplomatic, trade and financial sanctions on Mali's military junta with immediate effect. In his ECOWAS capacity, President Ouattara told media that same day that a regional force was being placed on immediate standby.  "
3-Apr-12,MONUSCO,"  The Supreme Court of Justice (SCJ) completed the legislative elections appeal review process yesterday; final results are expected to be announced on 06 April.  Far to the north-east, the Mission shared word of local’s frustration with continued FRPI dominance in the general area of AVEBA (but also their opposition to FARDC’s use of force). In North Kivu, the Mission reports the desertion of up to 70 (former CNDP) FARDC troops this past Sunday. Other Mission sources indicate that Gen. Bosco Ntaganda has organized a group of 200 similarly affiliated FARDC elements to establish roadblocks in and around GOMA. Elsewhere in the province, APCLS cadres were seen occupying FARDC positions in the area of PINGA yesterday after unpaid allowances led FARDC troops to withdraw from the area. In South Kivu, (former CNDP) FARDC troops reportedly exchanged fire with other FARDC soldiers near LULIMBA on Sunday. Meanwhile, the Mission reports that a MONUSCO international staff member was physically assaulted and detained by a Congolese intelligence (ANR) agent in KINSHASA yesterday; the staff member was released following the Mission’s intervention.  "
3-Apr-12,UNFICYP,"  An ICG report released yesterday warning that unilateral exploration of recently discovered gas reserves off Cyprus would diminish the likelihood of reunification. Yesterday also saw a (previously announced) Turkish Cypriot military exercise carried out within 1,000 meters of the TF cease fire line near UNOP 143; the Mission lodged a protest. Meanwhile, hog farm effluent continues to undermine patrolling in Sector 2.   "
3-Apr-12,UNMIK,  Serbian authorities reportedly released the two KP officers arrested this past Saturday for allegedly crossing into Serbian territory yesterday.   
3-Apr-12,UNAMA,  The Afghan foreign minister is due in Qatar today to reportedly discuss Taliban reconciliation efforts with Qatari officials.   
3-Apr-12,UNMOGIP,"  The Mission reports continued protests in GILGIT yesterday, with main roads blocked.  "
3-Apr-12,Syria,"  There was media interest in SE Annan’s report to the UNSC yesterday indicating that President al-Assad has agreed to a 10 April deadline for the implementation of a six-point peace plan. Today, there is word of intensified attacks by Syrian troops in Idlib province in an apparent effort to take control of FSA strategic positions near the border with Turkey; fighting is also reported in Daraa and Damascus provinces.    "
3-Apr-12,Somalia," (UNSOA)  Mission sources belatedly report that Somaliland security forces attacked positions held by forces loyal to the Khaatumo regional administration this past Sunday, with word of several casualties. Separately, Mission security sources report that a large number of Ethiopian troops crossed into Somalia this past Saturday, reportedly en route to the Bay and Bakol regions. Yesterday saw AMISOM and TFG notables announce the launching of a Joint Fusion and Liaison Unit to ensure timely information sharing on emerging security threats.     "
2-Apr-12,UNMISS,"  Last Friday saw the closing of the first SPLM congress held since secession; a revised mission statement for the party, and an activity roadmap were reportedly approved in four days of deliberations. Mission sources also report that AU-mediated high-level crisis talks postponed following renewed cross-border hostilities over the weekend are scheduled to begin today in ADDIS ABABA. The Mission has confirmed SAF bombings yesterday in MANGA (Unity state). That same day, UNMISS received reports of SAF air strikes in LALOP and ground attacks against SPLA positions in TISHWIN and PANAKUACH. President Kiir has reportedly since instructed the SPLA to return to their original positions, and government officials to “not make an issue” of the attacks, and focus on negotiations in ADDIS ABABA. In Upper Nile state, the Mission belatedly reported that a group of Jikany Nuer attacked a Lou Nuer cattle camp in the area of WANDING last Wednesday, forcing locals to flee to Ethiopia; three Jikany Nuer were reportedly killed and another eight injured in the fighting. In neighbouring Jonglei state, disarmament efforts are now underway in most counties (and imminent in Fangak and Pigi); over 7,800 weapons have reportedly been collected so far. The Mission warns, however, that Murle and Nuer tribesmen have been evading the process to a large degree, and continues to report locals’ concerns with post-disarmament security arrangements. This past Saturday, two ethnic Murle were reportedly killed in clashes with SPLA elements near BURMATH. In other news, Darfuri judicial authorities have reportedly ordered the release of the two UNMISS staff members detained in February. On Friday, an international staff member had his travel documents seized by South Sudanese authorities for attempting to leave the country with a large sum of currency.   "
2-Apr-12,UNISFA,  This past Saturday saw SAF carry airstrikes 1 km from UNISFA premises in UM KHARIET; Sudanese officials meeting in ADDIS ABABA have since apologized and indicated that the mission was not targeted.   
2-Apr-12,Sudan,  A SAF spokesperson is cited by international media today reiterating accusations of SPLM support to SPLA (North)’s recent attacks in Southern Kordofan. Last Friday also saw the US senate foreign relation committee issue a communiqué calling on the Sudanese government to allow immediate and unrestricted humanitarian access to Southern Kordofan and Blue Nile states.    
2-Apr-12,UNAMID,"  Mission sources reported that SAMRA was targeted in SAF airstrikes yesterday, forcing locals to flee the area. Separately, the Mission reports that a UNAMID patrol was denied access to UM RAI by suspected SLA/Unity Movement elements this past Saturday. Also on Saturday, two UNAMID vehicles were reportedly damaged by students demonstrating in EL GENEINA. Meanwhile, the Mission is investigating allegations that some 20 IDPs were arrested by Sudanese intelligence (NISS) personnel in the Kalma IDP camp outside NYALA that same day.   "
2-Apr-12,Syria,"  There was widespread media interest in yesterday’s Friends of Syria meeting in ISTANBUL; international stakeholders reportedly called on SE Annan to determine a timeline for continued diplomatic action to end violence in Syria. Reports also referred to Arab League officials urging conference participants to simultaneously call on the UNSC to vote on a binding resolution to the crisis in Syria. Yesterday’s meeting also resulted in international stakeholders’ recognition of the SNC as the legitimate representative of the Syrian people. Separately, media speculated that FSA elements would begin receiving fixed salaries paid by the SNC, reportedly funded by Saudi Arabia and other Gulf states. Violence continues abated, with reports of at least 65 people killed across Syria, particularly in HOMS and Daraa province, over the weekend.   "
2-Apr-12,UNDOF,"  Mission sources continue to report the movement of security forces (some in camouflage uniforms) armed with assault rifles into the AoS near UN Position 30, heading towards TRUNJE.   "
2-Apr-12,MINUSTAH,"  Mission sources report that the presidential commission reviewing the restoration of the armed forces has recently circulated a survey among key Haitian stakeholders to gather their views on how to rebuild the former institution. Media on Saturday reported that the same commission has urged President Martelly to appoint an interim commander to take charge of former FAdH soldiers, after 2004 coup leader Guy Philippe was cited stating that such elements could eventually seize power. The day before, Philippe reportedly led a small rally of men dressed in military fatigues to express support for the restoration of the armed forces, briefly interrupting a joint UN-GoH disaster preparedness exercise in HINCHE (Centre department). Meanwhile, The Mission reports that, this past Saturday, a local staff member involved in a road traffic accident that resulted in the death of a local in JEREMIE (Grand Anse department) was briefly detained by HNP.   "
2-Apr-12,UNMIL,"  The Mission has confirmed the suspension of eight police officers involved in 07 November violence, in line with Special Independent Commission of Inquiry recommendations.  According to media sources, this past Friday saw former Liberian rebel leader George Saigbe Boley arrive in Liberia after being deported from the US. Meanwhile, Mission sources report that one local was injured yesterday in a traffic accident involving a UN vehicle in HARPER (Maryland county). According to UNHCR, the official number of refugees from Ivory Coast currently stands at 561.   "
2-Apr-12,MONUSCO,"  The Mission continues to the support ongoing CENI preparations for election evaluation efforts. Meanwhile, last Thursday saw agreement reached on the voluntary repatriation of Congolese refugees from neighbouring Republic of Congo. In eastern DRC, the Mission shared UNHCR word of increased LRA activity in Orientale province since the beginning of the year (with 13 attacks recorded since 06 March alone), leading to the displacement of 4,000 people.  "
2-Apr-12,West Africa,  West African leaders are scheduled to meet today in Senegal to discuss the situation in Mali.   
2-Apr-12,UNOCI,  This past Saturday saw a FRCI base attacked by suspected pro-Gbagbo militia elements in PORT BOUËT; no casualties were reported.  
2-Apr-12,UNAMA,"  There was local media speculation over the weekend that Salahuddin Rabbani, the son of former HPC chairman Rabbani, would be appointed as head of the council. Meanwhile, yesterday saw the SRSG inaugurate the Mission’s newest office in Jawzjan province. Mission sources separately report that three UN mine action implementing partner staff members were abducted by unidentified armed men in western Herat province on Saturday. Today, an IED detonated at a public market in BAGHLAN; an unspecified number of casualties were reported.   "
2-Apr-12,UNMOGIP,"  Over the reporting period, the Mission received three separate complaints from Pakistani authorities alleging cross-LoC fire in Poonch district this past Tuesday, Friday and Saturday; no casualties were reported. According to local media, yesterday saw violent transport-related protests in GILGIT, with several injuries reported.   "
2-Apr-12,UNMIT,  Presidential candidates Francisco Guterres and Taur Matan Ruak reportedly began campaigning for second round elections this past Friday.   
2-Apr-12,UNMIK,"  Mission sources report that EULEX’s freedom of movement remains hampered in northern Kosovo; convoys continue to be stopped by protestors at the barricade in ZUPCE on a daily basis, and only allowed to proceed with KP escorts. On Saturday, Serbian authorities arrested two KP officers for allegedly crossing into Serbian territory near MERDARE (northwest of Gate 3), sparking strong criticism from Kosovar authorities. This past Friday, an EU-run court acquitted six former KLA fighters but ruled that the war crimes trial of KLA commander Fatmir Limaj and three others would proceed.  "
2-Apr-12,Somalia," (UNSOA)  A consultative meeting on the empowerment of Somalia’s Security Sector was convened last Friday in ADDIS ABABA under AU auspices; participants reportedly agreed to convene regular consultations to review progress. Meanwhile, local media cites a senior al-Shabaab representative today openly disagreeing with another insurgent leader, and speaking against civilian deaths. Separately, media reported AMISOM progress in the outskirts of MOGADISHU on Friday.   "
30-Mar-12,UNMISS,"  The Mission reported yesterday that, amid the SPLA’s ongoing implementation of disarmament in Jonglei, Lou Nuer and Murle tensions persist. It is popularly understood that armed Murle elements are hiding in difficult terrain paralleling the Nile, between LANKIEN and MALAKAL and, in Ethiopia, at locations east of AKOBO. In Unity state, in response to recent reports of cross-border fighting there, UN personnel were prevented this past Wednesday from moving to LALOP. There is unconfirmed word of continued clashes in the area. There is still-unconfirmed word of fighting this past Wednesday between Jikany Nuer and Lou Nuer (some of it reportedly cross-border in nature, involving several villages in Ethiopia).  "
30-Mar-12,UNAMID,"  UN security sources are following up on (still unconfirmed) reports of fighting this week between SAF troops and SLA-AW combatants in the centrally-located Jebel Marra region. Clashes at ROKERO and in several locations to the north and south have reportedly continued since Monday; indications are that fighting yesterday resulted in some 5,000 persons displaced. The same sources refer to the SAF’s employment of artillery (fired from GOLO) and aerial bombardments. Local media reports today cite JEM and SLM-MM representatives condemning recent unrest at KABKABIYA (Northern Darfur). They call for UNAMID and DRA notables to accept responsibility and to further investigate circumstances.  "
30-Mar-12,Sudan,"  Local media reports today cite officials alleging that, yesterday, SPLA (North) combatants engaged SAF troops and occupied two villages near TALODI, in Southern Kordofan state. It is claimed that government garrisons at MAFLOA and UM DUAL were destroyed and upwards of 20 soldiers killed; at the same time, Sudanese military officials claim to have repulsed a SPLA-N attack on TALODI.  "
30-Mar-12,Syria,"  Reports cite President al-Assad pledging his support of SE Annan’s efforts while also warning of the need to end the provision, from external sources, of funding and weapons to rebels. FSA representatives are cited announcing the creation of a joint command structure intended to facilitate the coordination of insurgent activity. There was media interest yesterday in UN estimates that at least one million Syrians are in need of humanitarian assistance; other sources speculated about the possible deployment, drawing from existing operations in the region, of a UN ceasefire monitoring mechanism.  "
30-Mar-12,Middle East,  Media reports refer to significant Israeli troop and police deployments in response to the potential for unrest associated with today’s planned Land Day protests.  
30-Mar-12,MINUSTAH,"  The Mission continues to engage senior Haitian officials in efforts to diffuse continued tensions with ex-FAdH personnel; at a meeting yesterday, President Martelly was encouraged to engage their leadership directly. Widespread demonstrations were reported yesterday when, in disparate locations (including PORT-AU-PRINCE and CAP HAITIEN), locals gathered to mark the 25th anniversary of Haiti’s Constitution. The Mission has shared word in media that a relative of the First Lady was appointed yesterday as the new head of the Presidential Security Unit. Meanwhile, UN police personnel assisted HNP in responding today to landslide activity in West department.  "
30-Mar-12,UNOCI,"  The Mission reports that a ceremony was held yesterday to mark the one year anniversary of significant post-election violence in DUÉKOUÉ. Yesterday also saw continued small-scale progress, in ABIDJAN, in the collection of weapons and surplus ammunition. The Mission continues to support the facilitated return of refugees from Liberia. There is speculation that an ICC arrest warrant for First Lady Simone Gbagbo is forthcoming.  "
30-Mar-12,West Africa,"  An ECOWAS delegation en route to BAMAKO (Mali) was forced to turn back yesterday after hundreds of protestors invaded airport premises. ECOWAS officials are cited expressing hope that planned meetings could be rescheduled for today. Meanwhile, in efforts to pressure coup leaders there, the regional body has announced a closing of all land borders with Mali and the imminent levelling of targeted sanctions.  "
30-Mar-12,MONUSCO,"   Yesterday saw the EU release its final report on last November’s election conduct. It is alleged that the elections were neither credible nor transparent; 22 recommended actions to improve upcoming local elections were provided. The Mission reports that an amended article was adopted yesterday by the National Assembly; all internal rules of procedure have now been approved. The Mission has investigated circumstances surrounding recent violence in North Kivu’s NTOTO area; armed elements (mostly suspected FDLR) are accused of involvement in 27 recorded cases of rape and at least ten instances of summary execution. Elsewhere in North Kivu, FARDC troops yesterday continued to extensively patrol the area surrounding NADUI in response to recent ADF-NALU activity there. In South Kivu, FARDC troops continue to engage (under the “Amani Leo” operational umbrella) suspected FDLR, most recently at KASIMIYA and KANYANTENDE.  "
30-Mar-12,Somalia, (UNSOA)  UN security sources report continued insurgent activity in a number of MOGADISHU districts; local media sources report insurgent attacks on AMISOM troops today in the city’s Daynile district. There was media interest yesterday in allegations by HRW that at least seven civilians were executed by a militia group allied with ASWJ and Ethiopian forces’ activity in BELEDWEYNE and BAIDOA.  
30-Mar-12,Libya," (UNSMIL)  As was mentioned yesterday, media sources report continued unrest at SABHA; clashes yesterday reportedly resulted in eight people killed.  "
30-Mar-12,UNMIK,"  European lawmakers adopted resolutions yesterday urging continued dialogue between Serbia and Kosovo. Specific mention was reportedly made of Serbia’s hoped-for implementation of agreements recently reached; in addition, Serbia was cautioned against attempting to organise, in May, local election activity in northern Kosovo. "
29-Mar-12,UNMISS,"  AU-mediated crisis talks in ADDIS ABABA between Sudan and South Sudan scheduled to begin today have reportedly been postponed to this coming Saturday, ostensibly to accommodate Chairman Mbeki’s schedule. In related news, the Mission cites GRSS officials stating their continued willingness to host talks with President Bashir early next month in JUBA despite recent cross-border hostilities. Separately, a senior South Sudanese official told media yesterday that fuel reserves in the capital’s power station would run out by the weekend. In Jonglei state, the Mission reports that 40 weapons were collected yesterday in the area of PANYAGOR, and that disarmament is likely to begin in AKOBO within the next two days.   "
29-Mar-12,UNAMID,"  Yesterday saw continued unrest in KABKABIYA following the departure of a senior Mission delegation to the UNAMID team site; six peacekeepers, one WFP staff member and four locals were injured when a crowd of approximately 500 demonstrators tried to breach Mission premises, forcing UNAMID troops to use non-lethal crowd control means. Separately, the Mission reports a restriction of movement at a SAF checkpoint in ZAM ZAM yesterday.  "
29-Mar-12,MINUSTAH,"  Mission sources belatedly report that the commission investigating PM-designate Lamothe’s nationality submitted a preliminary report to the Senate this past Tuesday; the conclusions are expected to be made public after Easter. In a related development, Deputy Bélizaire is said to have recently delivered substantial documentation pertaining to President Martelly’s alleged multiple nationalities to the aforementioned commission. In other (belated) news, the leader of the 2004 coup was cited this past Monday expressing support to former FAdH elements, adding that he would be present in CAP-HAÏTIEN (North department) today for a planned FAdH rally, and warning against former President Aristide’s extradition to the US. Meanwhile, yesterday saw peacekeepers fire warning shots when locals stone-pelted MINUSTAH premises in CAP-HAÏTIEN.   "
29-Mar-12,MONUSCO,"   SRSG Meece reportedly met with Congolese senior judicial authorities yesterday to discuss follow-up action to the findings contained in a recently published UN Joint Human Rights Office report. According to local media, final legislative election results will be announced by the Supreme Court on 06 April. Meanwhile, PNC personnel reportedly prevented Belgian journalists from visiting UDPS leader Etienne Tshisekedi in KINSHASA yesterday. Yesterday also saw a child killed in a traffic accident involving a MONUSCO road construction vehicle in KILIMANI (North Kivu); MONUSCO troops helped extricate the peacekeeper to safety before locals turned violent. In Kasai Oriental, a MONUSCO national staff member was assaulted and injured by Congolese security personnel in MBUJI-MAYI yesterday after disclosing his UN affiliation.  "
29-Mar-12,UNOCI,"  FPI officials reportedly told the chairman of the Ivorian Dialogue, Truth and Reconciliation Commission yesterday that the party is ready to participate in the reconciliation process.   "
29-Mar-12,Lebanon,  Hundreds of pro-Palestinian activists reportedly began arriving in Lebanon yesterday ahead of tomorrow’s 26th annual Land Day protest; a sit-in in front of ESCWA premises in BEIRUT is scheduled for today.  
29-Mar-12,Syria,"  An Arab League summit is being held today in BAGHDAD to discuss Special Envoy Annan’s peace plan, amidst word of at least two explosions near the International Zone. Yesterday reportedly saw Syria's opposition unite behind the SNC at the end of a two-day meeting in ISTAMBUL. Also yesterday, some 1,000 Syrians reportedly fled to Jordan from HOMS and HAMA, amidst continued reports of violence in IDLIB, HOMS and DARRA. Meanwhile, High Commissioner for Human Rights Pillay told media yesterday that Syria is targeting children in large numbers for detention and torture.   "
29-Mar-12,UNMOGIP, Mission sources shared word that five LeT militants (including two commanders) were killed yesterday by Indian security forces in Kupwara district (IAK).   
29-Mar-12,UNMIK,  Media reported that Serbian authorities yesterday protested an alleged recent increase in the number of arrests of ethnic Serbs in Kosovo.    
29-Mar-12,Libya, (UNSMIL)  Media cited the NTC’s spokesperson yesterday saying that over 70 people have been killed and another 150 wounded in inter-tribal clashes in SABHA over the past three days.          
28-Mar-12,UNMISS,"  Mission notables, along with other international stakeholders, engaged GRSS and GoS officials yesterday following renewed hostilities in disputed areas of Unity state on Monday; the parties reportedly agreed to seize operations in the border area and revert to original positions. In a statement issued today, the AU similarly called for troops to be redeployed away from border areas. UNMISS has since confirmed bombings less than 10 km away from its premises in BENTIU yesterday, but found no evidence of bombings in Unity’s LALOB oil field. The Mission has since imposed movement restrictions to the PARIANG area. In Jonglei state, the Mission continues to provide partial information regarding progress in disarmament efforts; 95 and 263 weapons have so been collected in PIERI and DUK PAYET, respectively.  "
